filename,filepath,user_id,challenge,frame_time,excel_idx,engagement_score,engagement_level,face_api_emotions
user116_challenge1_time145434.jpg,data/video_frames/user116_challenge1_time145434.jpg,116,1,14:54:34,3907,0.2622633581740261,Highly Engaged,"[np.float64(0.90483951568604), np.float64(2.1843866306e-06), np.float64(0.0038941737730056), np.float64(0.09073282033205), np.float64(9.88147377e-08), np.float64(1.9841670564e-06), np.float64(0.0005292981513775)]"
user101_challenge1_time144139.jpg,data/video_frames/user101_challenge1_time144139.jpg,101,1,14:41:39,642,0.299869064616487,Highly Engaged,"[np.float64(0.99934095144272), np.float64(0.000637785764411), np.float64(2.379784262e-07), np.float64(4.706444087e-07), np.float64(3.4732101e-09), np.float64(2.16931024e-08), np.float64(2.04089992621e-05)]"
user107_challenge1_time125532.jpg,data/video_frames/user107_challenge1_time125532.jpg,107,1,12:55:32,1821,0.2998871792264523,Highly Engaged,"[np.float64(0.99927061796188), np.float64(3.0468279419e-06), np.float64(1.38556351885e-05), np.float64(1.8796449694e-06), np.float64(1.59277231e-08), np.float64(9.2650367e-09), np.float64(0.0007104903343133)]"
user114_challenge1_time132323.jpg,data/video_frames/user114_challenge1_time132323.jpg,114,1,13:23:23,3611,0.0999998579314835,Disengaged,"[np.float64(2.217e-13), np.float64(1.0), np.float64(2.651e-13), np.float64(5.63e-14), np.float64(7.1034283737008e-07), np.float64(4.1e-15), np.float64(2.41e-14)]"
user118_challenge1_time111107.jpg,data/video_frames/user118_challenge1_time111107.jpg,118,1,11:11:07,4299,0.2999389044898962,Highly Engaged,"[np.float64(0.99972087144852), np.float64(0.000211537364521), np.float64(4.3868417378e-06), np.float64(2.61697205132e-05), np.float64(1.22152643e-08), np.float64(6.0695970205e-06), np.float64(3.08770395349e-05)]"
user112_challenge1_time120514.jpg,data/video_frames/user112_challenge1_time120514.jpg,112,1,12:05:14,3165,0.2999967576969252,Highly Engaged,"[np.float64(0.99997878074646), np.float64(1.2080137139e-06), np.float64(2.1245998e-09), np.float64(6.4279435e-09), np.float64(5.5279e-12), np.float64(3.21485e-11), np.float64(2.00228223548e-05)]"
user111_challenge1_time120222.jpg,data/video_frames/user111_challenge1_time120222.jpg,111,1,12:02:22,2897,0.1147082540349861,Engaged,"[np.float64(0.072715908288956), np.float64(0.9235092997551), np.float64(1.23399231597e-05), np.float64(6.82446916471e-05), np.float64(2.1016826394e-06), np.float64(1.70315925061e-05), np.float64(0.0036750996951014)]"
user104_challenge1_time162612.jpg,data/video_frames/user104_challenge1_time162612.jpg,104,1,16:26:12,1416,0.2932977396204836,Highly Engaged,"[np.float64(0.96669644117355), np.float64(0.032991554588079), np.float64(0.0002264252107124), np.float64(1.48409499161e-05), np.float64(1.98590868e-08), np.float64(4.06476501666e-05), np.float64(2.99567964248e-05)]"
user104_challenge1_time162357.jpg,data/video_frames/user104_challenge1_time162357.jpg,104,1,16:23:57,1416,0.2932977396204836,Highly Engaged,"[np.float64(0.96669644117355), np.float64(0.032991554588079), np.float64(0.0002264252107124), np.float64(1.48409499161e-05), np.float64(1.98590868e-08), np.float64(4.06476501666e-05), np.float64(2.99567964248e-05)]"
user117_challenge1_time105737.jpg,data/video_frames/user117_challenge1_time105737.jpg,117,1,10:57:37,4083,0.1000045007706995,Engaged,"[np.float64(2.30171135626e-05), np.float64(0.99997639656067), np.float64(2.0690058e-09), np.float64(4.551111771e-07), np.float64(1.83326e-11), np.float64(4.52908359e-08), np.float64(2.57556003e-08)]"
